budget;genres;id;keywords;original_language;original_title;overview;production_companies;release_date;revenue;runtime;tagline;title;rating;vote_count;director
0;Action & Adventure & Comedy;9416;prison diamant liberation of prisoners transport of prisoners interview;en;Money Talks;Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.;"[{""name"": ""New Line Cinema"", ""id"": 12}]";1997-08-22;0;97.0;This ain't no buddy movie.;Money Talks;5.9;87;Brett Ratner
25000000;Drama;7345;brother brother relationship deaf-mute american dream fanatic pipeline;en;There Will Be Blood;When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.;"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Paramount Vantage"", ""id"": 838}]";2007-12-28;77208711;158.0;There Will Be Greed. There Will Be Vengeance.;There Will Be Blood;7.9;1537;Paul Thomas Anderson
35000000;Animation & Adventure & Family;14317;sister sister relationship safari wildlife baboon chimpanzee;en;The Wild Thornberrys Movie;Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Paramount Animation"", ""id"": 24955}]";2002-12-20;0;85.0;You don't need extraordinary powers to do extraordinary things.;The Wild Thornberrys Movie;5.8;44;Cathy Malkasian
0;Animation & Family;20694;kids and family;en;Rugrats Go Wild;Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!;"[{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Paramount Animation"", ""id"": 24955}]";2003-06-13;0;84.0;The Family Vacation Goes Overboard;Rugrats Go Wild;5.6;61;Norton Virgien
25000000;Action & Comedy;12277;usa president double life policy and organisations undercover intelligence;en;Undercover Brother;"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.";"[{""name"": ""Universal Pictures"", ""id"": 33}]";2002-05-31;41604473;86.0;He's All Action;Undercover Brother;5.5;112;Malcolm D. Lee
25000000;Drama & Comedy;9779;holiday female friendship jeans coming of age teenage girl;en;The Sisterhood of the Traveling Pants;"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.";"[{""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Alloy Entertainment"", ""id"": 10067}]";2005-06-01;39053061;119.0;Laugh. Cry. Share the pants.;The Sisterhood of the Traveling Pants;6.3;386;Ken Kwapis
25000000;Action & Crime & Thriller;2140;paris prostitute drug;en;Kiss of the Dragon;Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Immortal Entertainment"", ""id"": 973}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Quality Growth International Ltd."", ""id"": 73954}]";2001-07-06;64437847;98.0;Kiss Fear Goodbye;Kiss of the Dragon;6.4;298;Chris Nahon
25000000;Romance & Comedy;12620;virgin nudity college costume yoga;en;The House Bunny;"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.";"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Alta Loma Entertainment"", ""id"": 15636}]";2008-08-22;70442940;97.0;For the girls of ZETA house college life was no party, until Shelley showed up.;The House Bunny;5.6;529;Fred Wolf
25000000;Comedy & Romance;14177;;en;Beauty Shop;You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.;"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]";2005-06-02;36351350;105.0;A Cut Above;Beauty Shop;5.4;115;Bille Woodruff
25000000;Drama;198185;baseball sport duringcreditsstinger;en;Million Dollar Arm;In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]";2014-05-09;38307627;124.0;Sometimes to win, sometimes you have to change the game;Million Dollar Arm;6.6;259;Craig Gillespie
25000000;Drama & Science Fiction;227156;dystopia black and white based on young adult novel;en;The Giver;"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.";"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Tonik Productions"", ""id"": 17145}, {""name"": ""Asis Productions"", ""id"": 53464}]";2014-08-11;66980456;94.0;Search for truth. Find freedom.;The Giver;6.4;1798;Phillip Noyce
0;Comedy;10735;london england england daughter politician teenage girl;en;What a Girl Wants;An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.;"[{""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""Gaylord Films"", ""id"": 5367}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Sloane Square Films"", ""id"": 67990}, {""name"": ""HSI Tomorrow Film"", ""id"": 67991}]";2003-03-27;0;105.0;Trying to fit in. Born to stand out.;What a Girl Wants;5.8;368;Dennie Gordon
17000000;Horror & Thriller;11351;father son relationship scarecrow peasant farm immortality;en;Jeepers Creepers 2;After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.;"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""Jeepers Creepers II"", ""id"": 53348}]";2003-08-08;63102666;104.0;He can taste your fear.;Jeepers Creepers 2;5.5;299;Victor Salva
25000000;Action & Crime & Drama;10623;robbery diamant intelligence bank robber thief;en;Cradle 2 the Grave;Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.;"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]";2003-02-28;56489558;101.0;Mortal enemies make dangerous friends.;Cradle 2 the Grave;5.8;236;Andrzej Bartkowiak
25000000;Drama;590;london england suicide gay poetry aids;en;The Hours;"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.";"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]";2002-12-27;41597830;114.0;The time to hide is over. The time to regret is gone. The time to live is now.;The Hours;7.0;451;Stephen Daldry
20000000;Comedy & Drama & Family & Romance;9655;roommate twin sister sport boarding school twin brother;en;She's the Man;Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.;"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}]";2006-03-17;33889159;105.0;If you wanna chase your dream, sometimes you gotta break the rules.;She's the Man;6.4;671;Andy Fickman
25000000;Family & Comedy;1268;holiday france film director chaos clumsy fellow;en;Mr. Bean's Holiday;Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.;"[{""name"": ""Tiger Aspect Productions"", ""id"": 686}, {""name"": ""Working Title Films"", ""id"": 10163}]";2007-03-22;229736344;90.0;Disaster has a passport.;Mr. Bean's Holiday;6.1;663;Steve Bendelack
20000000;Adventure & Action & Horror & Science Fiction & Thriller;11237;snake expedition traitor research orchid;en;Anacondas: The Hunt for the Blood Orchid;The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.;"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Middle Fork Productions"", ""id"": 3803}]";2004-08-26;70992898;97.0;;Anacondas: The Hunt for the Blood Orchid;4.9;199;Dwight H. Little
25500000;Thriller & Crime & Drama;190955;;en;Blood Ties;Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.;"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""LGM Productions"", ""id"": 2490}, {""name"": ""Les Productions du Tr\u00e9sor"", ""id"": 2612}, {""name"": ""Mars Distribution"", ""id"": 2908}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""France 3 Cinema"", ""id"": 16804}, {""name"": ""Caneo Films"", ""id"": 19690}, {""name"": ""Grisbi Productions"", ""id"": 32242}, {""name"": ""France 4"", ""id"": 33928}, {""name"": ""W9"", ""id"": 34774}, {""name"": ""Chi-Fou-Mi Productions"", ""id"": 34780}, {""name"": ""Treasure Company"", ""id"": 34782}]";2013-08-22;2415472;128.0;Crime runs in the family.;Blood Ties;6.0;171;Guillaume Canet
25000000;Drama;5123;date loss of son love at first sight child labour guitar;en;August Rush;A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.;"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Southpaw Entertainment"", ""id"": 30131}]";2007-11-21;66122026;114.0;An incredible journey moving at the speed of sound;August Rush;7.1;797;Kirsten Sheridan
30000000;Drama & History;4518;duke historical figure treason catholic protestant;en;Elizabeth;The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.;"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]";1998-09-13;82150642;124.0;Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.;Elizabeth;7.1;334;Shekhar Kapur
25000000;Horror & Comedy;11932;route 66 puppet evil doll killer doll killer toys;en;Bride of Chucky;Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Midwinter Productions Inc."", ""id"": 5550}]";1998-10-16;50671850;89.0;Chucky Gets Lucky.;Bride of Chucky;5.5;350;Ronny Yu
25485000;History & Action & Drama & Adventure & War;11165;japan world war ii pearl harbor soldier imperial japan;en;Tora! Tora! Tora!;"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.";"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]";1970-01-26;29548291;144.0;The incredible attack on Pearl Harbor.;Tora! Tora! Tora!;6.9;147;Richard Fleischer
25000000;Adventure & Fantasy & Drama & Comedy & Music;6116;pop pop culture pop star;en;Spice World;"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.";"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]";1997-12-19;100000000;93.0;You say you want a revolution?;Spice World;4.7;123;Bob Spiers
25000000;Comedy;57431;babysitter duringcreditsstinger;en;The Sitter;"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.";"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Rough House Pictures"", ""id"": 20848}]";2011-12-09;34942188;81.0;Worst. Babysitter. Ever.;The Sitter;5.4;325;David Gordon Green
0;Action & Comedy & Music;21724;rap music hip-hop;en;Dance Flick;Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Wayans Bros. Entertainment"", ""id"": 1608}]";2009-05-22;0;83.0;;Dance Flick;4.7;71;Damien Dante Wayans
25000000;Drama & Crime;278;prison corruption police brutality prison cell delinquent;en;The Shawshank Redemption;Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.;"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}]";1994-09-23;28341469;142.0;Fear can hold you prisoner. Hope can set you free.;The Shawshank Redemption;8.5;8205;Frank Darabont
21150000;Adventure & Comedy;9290;crocodile traffic jam los angeles stolen painting;en;Crocodile Dundee in Los Angeles;"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent";"[{""name"": ""Bungalow Productions"", ""id"": 11600}, {""name"": ""Silver Lion Films"", ""id"": 11601}, {""name"": ""Vision View Entertainment"", ""id"": 11602}]";2001-04-12;39438674;92.0;He heard there was wildlife in L.A. He didn't know how wild.;Crocodile Dundee in Los Angeles;4.7;146;Simon Wincer
25000000;Thriller & Crime & Drama;284536;gambling gun professor beating gambler;en;The Gambler;Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""Leverage Entertainment"", ""id"": 8539}, {""name"": ""Chartoff-Winkler Productions"", ""id"": 12252}]";2014-12-25;39171130;111.0;The only way out is all in;The Gambler;5.7;543;Rupert Wyatt
25000000;Comedy & Drama;152737;suicide drug addiction funeral dysfunctional family based on play;en;August: Osage County;A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.;"[{""name"": ""Jean Doumanian Productions"", ""id"": 16280}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]";2013-12-26;74188937;121.0;Misery loves family;August: Osage County;6.9;483;John Wells
25000000;Drama & Comedy & Family;13374;sport figure skating teenage girl teen movie teenager;en;Ice Princess;With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Bridget Johnson Films"", ""id"": 19925}, {""name"": ""Skate Away Productions"", ""id"": 19926}]";2005-03-17;27645491;98.0;;Ice Princess;5.9;185;Tim Fywell
30000000;Comedy;8976;new york shyness career flight romantic comedy;en;A Lot Like Love;On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?;"[{""name"": ""Mile High Productions"", ""id"": 2976}, {""name"": ""Kevin Messick Productions"", ""id"": 2977}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}]";2005-04-22;42886719;107.0;There's nothing better than a great romance... to ruin a perfectly good friendship.;A Lot Like Love;6.5;318;Nigel Cole
23000000;Comedy & Drama & History;319888;underdog olympic games ski jump biography sport;en;Eddie the Eagle;"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.";"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Saville Productions"", ""id"": 73620}]";2016-02-26;46152800;106.0;Win or lose, always aim high;Eddie the Eagle;7.2;661;Dexter Fletcher
25000000;Drama;9469;prison father son relationship homicide begnadigung release from prison;en;He Got Game;A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.;"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]";1998-05-01;21567853;136.0;The father, the son and the holy game.;He Got Game;6.7;134;Spike Lee
25000000;Drama & Romance & War;22971;based on novel army love u.s. soldier;en;Dear John;Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.;"[{""name"": ""Screen Gems"", ""id"": 3287}]";2010-02-04;114977104;115.0;Love brought them together. Will fate tear them apart?;Dear John;6.6;1262;Lasse Hallstr\u00f6m
25000000;Action & Adventure & Crime & Mystery & Thriller;34813;hospital black ops reference to macgyver sucked into jet engine;en;The Losers;A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.;"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]";2010-04-23;23580000;97.0;Anyone Else Would Be Dead By Now.;The Losers;6.2;515;Sylvain White
25000000;Fantasy & Horror & Thriller;46261;monster remake creature bathtub teeth;en;Don't Be Afraid of the Dark;A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.;"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Necropia"", ""id"": 11627}, {""name"": ""Tequila Gang"", ""id"": 11628}]";2010-11-06;36993168;99.0;Fear is never just make believe;Don't Be Afraid of the Dark;5.4;341;Troy Nixey
25000000;Action & Thriller & Crime;10431;fbi revenge fbi agent;en;War;FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?;"[{""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Fierce Entertainment"", ""id"": 12138}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""Rogue Films"", ""id"": 23956}]";2007-08-24;40452643;103.0;Vengeance is the ultimate weapon.;War;6.0;414;Philip G. Atwell
25000000;Comedy & Drama & Romance;8051;shyness brother sister relationship business man;en;Punch-Drunk Love;A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.;"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}]";2002-10-25;17000000;95.0;;Punch-Drunk Love;6.9;530;Paul Thomas Anderson
13000000;Crime & Action & Thriller;10167;resistance undercover alcatraz stolen money;en;Half Past Dead;This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.;"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Screen Gems"", ""id"": 3287}]";2002-11-15;0;98.0;;Half Past Dead;4.6;82;Don Michael Paul
26000000;Comedy & Family;18147;holiday;en;Unaccompanied Minors;Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.;[];2006-12-08;0;90.0;No plane, no parents, no problem!;Unaccompanied Minors;5.4;66;Paul Feig
0;Drama;17170;magazine writer drug fashion show;en;Bright Lights, Big City;A young kid from Kansas moves to New York to work on a magazine. He gets caught up in the world of drink and drugs, and starts a steady decline. The only hope is the cousin of one of his drinking partners, can she pull him through it ?;"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""CST Telecommunications"", ""id"": 32793}, {""name"": ""Star Partners"", ""id"": 67823}]";1988-04-01;0;107.0;;Bright Lights, Big City;4.7;28;James Bridges
0;Animation & Family & Fantasy;18975;italy father son relationship pinocchio love school;en;The Adventures of Pinocchio;One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.;"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""Savoy Pictures"", ""id"": 11308}]";1996-07-26;0;90.0;A new angle on the classic tale... And that's no lie!;The Adventures of Pinocchio;5.0;54;Steve Barron
25000000;Drama & Family;15487;sport;en;The Greatest Game Ever Played;A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]";2005-09-30;15431177;120.0;Based on a True Story;The Greatest Game Ever Played;6.9;110;Bill Paxton
30000000;Thriller & Science Fiction;22825;experiment homicide key sacrifice research;en;The Box;"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.";"[{""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Radar Pictures"", ""id"": 14718}]";2009-09-17;33333531;115.0;All you have to do is push the button.;The Box;5.4;597;Richard Kelly
8000000;Drama & Horror;11152;maya civilization carnivorous plant canc\u00fan ruins;en;The Ruins;A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins;"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Internationale Filmproduktion Prometheus"", ""id"": 23003}]";2008-04-02;0;91.0;Terror has evolved.;The Ruins;5.6;265;Carter Smith
25000000;Comedy;1831;gay parents kids relationship custody battle flush yoga;en;The Next Best Thing;A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}]";2000-03-03;24362772;108.0;Best Friends Make The Best Mistakes;The Next Best Thing;4.3;29;John Schlesinger
25000000;Drama & Horror & Mystery & Thriller;43931;soul serial killer slasher teenager 3d;en;My Soul to Take;A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.;"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Rogue"", ""id"": 8853}]";2010-10-08;19829957;107.0;Only One Has The Power To Save Their Souls;My Soul to Take;5.2;147;Wes Craven
